,0
845,0
846,1
847,0
848,1
849,1
850,1
851,1
852,1
853,1
854,0
855,0
856,0
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,0
865,1
866,1
867,1
868,1
869,1
870,0
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,0
884,1
885,1
886,0
887,0
888,0
889,1
890,1
891,1
892,1
893,0
894,1
895,1
896,1
897,1
898,1
899,0
900,0
901,0
902,1
903,1
904,1
905,0
906,1
907,0
908,0
909,1
910,0
911,1
912,0
913,1
914,0
915,1
916,0
917,1
918,0
919,0
920,1
921,1
922,1
923,1
924,1
925,0
926,1
927,0
928,0
929,1
930,1
931,0
932,0
933,1
934,0
935,1
936,1
937,1
938,0
939,0
940,1
941,1
942,0
943,0
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,0
955,0
956,1
957,1
958,1
959,1
960,1
961,1
962,0
963,1
964,1
965,1
966,1
967,0
968,1
969,0
970,1
971,1
972,1
973,0
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,0
983,0
984,1
985,1
986,0
987,0
988,1
989,1
990,1
991,0
992,0
993,1
994,1
995,0
996,1
997,1
998,1
999,1
1000,0
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,0
1013,1
1014,0
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,0
1025,1
1026,0
1027,1
1028,0
1029,1
1030,1
1031,1
1032,1
1033,1
1034,0
1035,1
1036,1
1037,1
1038,0
1039,0
1040,1
1041,1
1042,1
1043,0
1044,1
1045,0
1046,1
1047,1
1048,1
1049,1
1050,1
1051,0
1052,0
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,0
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,1
1067,1
1068,0
1069,1
1070,0
1071,1
1072,0
1073,0
1074,1
1075,0
1076,0
1077,1
1078,0
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,0
1089,1
1090,1
1091,1
1092,0
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,0
1104,1
1105,1
1106,1
1107,0
1108,1
1109,1
1110,0
1111,0
1112,1
1113,1
1114,0
1115,0
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,0
1137,1
1138,1
1139,1
1140,0
1141,0
1142,1
1143,1
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,0
1151,1
1152,1
1153,1
1154,0
1155,1
1156,0
1157,1
1158,0
1159,1
1160,1
1161,1
1162,0
1163,1
1164,0
1165,1
1166,1
1167,0
1168,0
1169,1
1170,1
1171,1
1172,0
1173,0
1174,0
1175,0
1176,1
1177,0
1178,1
1179,1
1180,0
1181,1
1182,1
1183,1
1184,0
1185,0
1186,1
1187,0
1188,1
1189,1
1190,1
1191,0
1192,1
1193,1
1194,0
1195,0
1196,0
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,0
1204,1
1205,0
1206,0
1207,1
1208,1
1209,1
1210,1
1211,1
1212,0
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,0
1230,1
1231,1
1232,0
1233,0
1234,1
1235,0
1236,0
1237,1
1238,0
1239,0
1240,0
1241,1
1242,0
1243,1
1244,1
1245,1
1246,1
1247,1
1248,0
1249,1
1250,1
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,0
1266,1
1267,1
1268,1
1269,0
1270,1
1271,0
1272,1
1273,1
1274,1
1275,1
1276,1
1277,0
1278,1
1279,1
1280,1
1281,1
1282,1
1283,0
1284,1
1285,1
1286,1
1287,0
1288,0
1289,1
1290,1
1291,0
1292,1
1293,1
1294,0
1295,0
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,0
1315,1
1316,1
1317,1
1318,1
1319,0
1320,1
1321,0
1322,1
1323,0
1324,1
1325,1
1326,0
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,0
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,0
1349,1
1350,0
1351,0
1352,1
1353,1
1354,0
1355,0
1356,0
1357,1
1358,1
1359,1
1360,1
1361,0
1362,1
1363,1
1364,0
1365,0
1366,1
1367,1
1368,0
1369,1
1370,1
1371,0
1372,1
1373,0
1374,1
1375,0
1376,0
1377,1
1378,0
1379,0
1380,1
1381,1
1382,0
1383,0
1384,1
1385,0
1386,0
1387,0
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,0
1395,1
1396,0
1397,1
1398,0
1399,1
1400,1
1401,0
1402,1
1403,0
1404,1
1405,1
1406,1
1407,0
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,0
1420,1
1421,0
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,0
1429,0
1430,1
1431,1
1432,1
1433,0
1434,0
1435,1
1436,0
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,0
1445,1
1446,1
1447,1
1448,0
1449,1
1450,1
1451,1
1452,0
1453,1
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,0
1461,0
1462,1
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,0
1476,0
1477,0
1478,1
1479,0
1480,1
1481,1
1482,1
1483,1
1484,1
1485,0
1486,1
1487,1
1488,1
1489,0
1490,1
1491,1
1492,1
1493,0
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,0
1509,1
1510,0
1511,1
1512,1
1513,0
1514,1
1515,1
1516,0
1517,1
1518,1
1519,1
1520,1
1521,0
1522,1
1523,1
1524,1
1525,0
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,0
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,0
1554,0
1555,0
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,1
1563,0
1564,1
1565,1
1566,1
1567,1
1568,0
1569,0
1570,1
1571,1
1572,0
1573,1
1574,1
1575,0
1576,0
1577,1
1578,1
1579,1
1580,0
1581,0
1582,1
1583,1
1584,1
1585,1
1586,1
1587,0
1588,1
1589,1
1590,1
1591,1
1592,1
1593,1
1594,0
1595,1
1596,0
1597,1
1598,1
1599,1
1600,1
1601,1
1602,0
1603,0
1604,1
1605,0
1606,0
1607,1
1608,1
1609,0
1610,1
1611,1
1612,1
1613,1
1614,1
1615,0
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,0
1632,1
1633,0
1634,0
1635,1
1636,0
1637,1
1638,0
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,0
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,0
1655,1
1656,1
1657,0
1658,0
1659,0
1660,0
1661,1
1662,1
1663,1
1664,0
1665,1
1666,1
1667,1
1668,1
1669,0
1670,0
1671,1
1672,1
1673,1
1674,1
1675,0
1676,1
1677,1
1678,0
1679,1
1680,1
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,1
1688,0
1689,1
1690,1
1691,0
1692,1
1693,1
1694,1
1695,1
1696,1
1697,0
1698,1
1699,0
1700,1
1701,0
1702,1
1703,1
1704,1
1705,0
1706,1
1707,1
1708,1
1709,1
1710,1
1711,0
1712,1
1713,1
1714,1
1715,1
1716,1
1717,0
1718,1
1719,1
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,0
1731,0
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,0
1757,1
1758,0
1759,1
1760,0
1761,1
1762,1
1763,1
1764,1
1765,1
1766,0
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,0
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,1
1792,0
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,0
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,0
1809,0
1810,1
1811,1
1812,0
1813,0
1814,1
1815,1
1816,0
1817,1
1818,1
1819,0
1820,1
1821,1
1822,0
1823,0
1824,0
1825,1
1826,1
1827,0
1828,1
1829,1
1830,1
1831,1
1832,0
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,0
1845,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,0
1859,0
1860,1
1861,1
1862,1
1863,1
1864,1
1865,0
1866,1
1867,1
1868,1
1869,1
1870,1
1871,0
1872,1
1873,1
1874,1
1875,1
1876,1
1877,0
1878,1
1879,1
1880,1
1881,1
1882,1
1883,0
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,1
1893,0
1894,0
1895,1
1896,1
1897,0
1898,1
1899,0
1900,1
1901,1
1902,1
1903,1
1904,1
1905,0
1906,0
1907,1
1908,1
1909,1
1910,1
1911,0
1912,1
1913,1
1914,0
1915,1
1916,1
1917,1
1918,0
1919,1
1920,0
1921,1
1922,0
1923,1
1924,0
1925,1
1926,0
1927,1
1928,1
1929,0
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,0
1939,0
1940,1
1941,1
1942,1
1943,1
1944,0
1945,1
1946,1
1947,1
1948,1
1949,1
1950,1
1951,0
1952,1
1953,0
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,0
1965,1
1966,1
1967,1
1968,1
1969,0
1970,1
1971,0
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,0
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,0
1999,0
2000,1
2001,1
2002,0
2003,1
2004,1
2005,1
2006,1
2007,1
2008,1
2009,0
2010,1
2011,0
2012,1
2013,1
2014,1
2015,1
2016,0
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,0
2028,1
2029,0
2030,1
2031,1
2032,1
2033,0
2034,0
2035,0
2036,0
2037,1
2038,0
2039,1
2040,0
2041,0
2042,1
2043,1
2044,0
2045,0
2046,1
2047,1
2048,1
2049,0
2050,0
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,0
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,0
2067,1
2068,0
2069,1
2070,0
2071,1
2072,0
2073,0
2074,1
2075,0
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,0
2092,1
2093,1
2094,1
2095,1
2096,0
2097,1
2098,1
2099,0
2100,0
2101,1
2102,1
2103,1
2104,1
2105,1
2106,0
2107,1
2108,1
2109,1
2110,1
2111,1
2112,0
2113,1
2114,1
2115,1
2116,1
2117,1
2118,1
2119,1
2120,1
2121,1
2122,1
2123,0
2124,1
2125,1
2126,1
2127,1
2128,0
2129,1
2130,1
2131,1
2132,1
2133,0
2134,1
2135,1
2136,1
2137,0
2138,0
2139,0
2140,1
2141,0
2142,0
2143,1
2144,1
2145,1
2146,1
2147,0
2148,0
2149,1
2150,0
2151,1
2152,1
2153,1
2154,1
2155,0
2156,1
2157,0
2158,1
2159,0
2160,0
2161,0
2162,0
2163,1
2164,1
2165,1
2166,1
2167,0
2168,1
2169,1
2170,0
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,0
2178,1
2179,0
2180,1
2181,1
2182,0
2183,0
2184,1
2185,1
2186,1
2187,1
2188,0
2189,1
2190,0
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,0
2198,0
2199,1
2200,1
2201,1
2202,0
2203,1
2204,1
2205,0
2206,1
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,0
2214,0
2215,0
2216,0
2217,1
2218,1
2219,1
2220,0
2221,1
2222,0
2223,1
2224,1
2225,1
2226,0
2227,1
2228,1
2229,1
2230,0
2231,1
2232,1
2233,0
2234,1
2235,1
2236,1
2237,0
2238,0
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,0
2249,1
2250,1
2251,1
2252,0
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,1
2262,1
2263,1
2264,0
2265,1
2266,0
2267,0
2268,0
2269,0
2270,1
2271,1
2272,1
2273,1
2274,1
2275,1
2276,1
2277,0
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,0
2286,1
2287,1
2288,1
2289,0
2290,1
2291,1
2292,1
2293,0
2294,1
2295,1
2296,0
2297,1
2298,1
2299,0
2300,1
2301,0
2302,1
2303,1
2304,1
2305,1
2306,0
2307,1
2308,0
2309,0
2310,1
2311,0
2312,1
2313,0
2314,0
2315,1
2316,1
2317,0
2318,1
2319,1
2320,0
2321,1
2322,0
2323,1
2324,1
2325,0
2326,1
2327,1
2328,1
2329,0
2330,1
2331,1
2332,1
2333,1
2334,0
2335,1
2336,1
2337,1
2338,1
2339,0
2340,1
2341,1
2342,1
2343,0
2344,1
2345,1
2346,0
2347,1
2348,1
2349,1
2350,1
2351,0
2352,1
2353,0
2354,1
2355,0
2356,0
2357,0
2358,0
2359,1
2360,1
2361,1
2362,1
2363,1
2364,0
2365,1
2366,0
2367,0
2368,0
2369,1
2370,1
2371,0
2372,0
2373,1
2374,1
2375,0
2376,1
2377,1
2378,1
2379,1
2380,1
2381,0
2382,1
2383,0
2384,1
2385,0
2386,0
2387,1
2388,1
2389,1
2390,0
2391,1
2392,0
2393,1
2394,1
2395,1
2396,0
2397,0
2398,1
2399,1
2400,0
2401,1
2402,1
2403,1
2404,1
2405,1
2406,0
2407,1
2408,0
2409,0
2410,1
2411,0
2412,1
2413,0
2414,1
2415,1
2416,1
2417,1
2418,0
2419,1
2420,1
2421,1
2422,0
2423,0
2424,1
2425,0
2426,1
2427,0
2428,1
2429,1
2430,1
2431,0
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,0
2442,1
2443,0
2444,0
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,0
2461,1
2462,1
2463,1
2464,0
2465,1
2466,1
2467,1
2468,1
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,0
2476,1
2477,1
2478,1
2479,0
2480,0
2481,1
2482,0
2483,1
2484,1
2485,1
2486,1
2487,1
2488,0
2489,0
2490,1
2491,1
2492,0
2493,1
2494,1
2495,0
2496,1
2497,0
2498,1
2499,1
2500,1
2501,1
2502,1
2503,1
2504,1
2505,1
2506,0
2507,1
2508,0
2509,1
2510,1
2511,1
2512,0
2513,1
2514,1
2515,1
2516,0
2517,0
2518,1
2519,0
2520,0
2521,1
2522,1
2523,1
2524,0
2525,0
2526,1
2527,1
2528,1
2529,0
2530,1
2531,0
2532,0
2533,0
2534,0
2535,0
2536,1
2537,1
2538,1
2539,1
2540,0
2541,0
2542,0
2543,0
2544,1
2545,1
2546,0
2547,0
2548,0
2549,1
2550,1
2551,1
2552,0
2553,1
2554,1
2555,1
2556,1
2557,0
2558,1
2559,1
2560,0
2561,1
2562,1
2563,1
2564,0
2565,1
2566,1
2567,1
2568,1
2569,1
2570,0
2571,1
2572,1
2573,1
2574,1
2575,1
2576,1
2577,1
2578,1
2579,1
2580,0
2581,1
2582,0
2583,1
2584,0
2585,1
2586,1
2587,1
2588,0
2589,1
2590,1
2591,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,0
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,0
2608,0
2609,0
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2616,1
2617,0
2618,0
2619,1
2620,1
2621,1
2622,0
2623,1
2624,0
2625,1
2626,1
2627,1
2628,0
2629,1
2630,0
2631,0
2632,1
2633,0
2634,1
2635,1
2636,1
2637,0
2638,1
2639,0
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,0
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,0
2655,1
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,1
2663,0
2664,1
2665,1
2666,1
2667,0
2668,0
2669,1
2670,1
2671,0
2672,1
2673,1
2674,1
2675,1
2676,1
2677,0
2678,1
2679,0
2680,1
2681,0
2682,1
2683,1
2684,0
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,0
2698,0
2699,0
2700,1
2701,1
2702,1
2703,1
2704,1
2705,1
2706,0
2707,1
2708,1
2709,0
2710,1
2711,0
2712,0
2713,1
2714,1
2715,0
2716,0
2717,1
2718,0
2719,1
2720,1
2721,1
2722,1
2723,0
2724,0
2725,1
2726,1
2727,1
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,0
2735,1
2736,1
2737,1
2738,0
2739,0
2740,1
2741,1
2742,1
2743,1
2744,1
2745,0
2746,1
2747,0
2748,1
2749,1
2750,0
2751,0
2752,1
2753,0
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,1
2763,0
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,0
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,0
2783,1
2784,1
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,0
2798,1
2799,1
2800,0
2801,0
2802,1
2803,1
2804,0
2805,1
2806,1
2807,0
2808,1
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,0
2821,1
2822,1
2823,1
2824,1
2825,0
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,1
2834,1
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,1
2843,0
2844,1
2845,1
2846,0
2847,1
2848,1
2849,1
2850,1
2851,0
2852,1
2853,1
2854,0
2855,1
2856,1
2857,1
2858,0
2859,1
2860,1
2861,1
2862,1
2863,0
2864,0
2865,0
2866,1
2867,1
2868,1
2869,1
2870,1
2871,0
2872,1
2873,0
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,1
2881,0
2882,1
2883,1
2884,0
2885,0
2886,1
2887,1
2888,1
2889,1
2890,1
2891,0
2892,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,1
2901,1
2902,1
2903,1
2904,1
2905,1
2906,1
2907,0
2908,1
2909,1
2910,1
2911,0
2912,0
2913,0
2914,1
2915,1
2916,1
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,1
2924,0
2925,0
2926,0
2927,1
2928,1
2929,1
2930,1
2931,1
2932,1
2933,1
2934,0
2935,1
2936,0
2937,0
2938,0
2939,0
2940,1
2941,1
2942,0
2943,1
2944,0
2945,0
2946,1
2947,0
2948,1
2949,1
2950,1
2951,0
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,0
2964,1
2965,0
2966,0
2967,1
2968,0
2969,1
2970,1
2971,1
2972,1
2973,0
2974,1
2975,1
2976,1
2977,0
2978,1
2979,1
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,0
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,1
2996,1
2997,0
2998,0
